cccd,election_id
814831306094,ELC2025
976207527638,ELC2025
376716014763,ELC2025
107059295088,ELC2025
776165386401,ELC2025
640229896816,ELC2025
898352129353,ELC2025
547942862156,ELC2025
300953603624,ELC2025
621865384644,ELC2025
594158160347,ELC2025
158666339761,ELC2025
786139228017,ELC2025
680389291411,ELC2025
137365088697,ELC2025
927557901973,ELC2025
630430701202,ELC2025
787563560510,ELC2025
136958345464,ELC2025
841622270907,ELC2025
969471265280,ELC2025
745763952055,ELC2025
152731313955,ELC2025
782472939839,ELC2025
791417070926,ELC2025
845355042058,ELC2025
338319743118,ELC2025
658099089360,ELC2025
115616766225,ELC2025
267894288573,ELC2025
532355383734,ELC2025
372722210556,ELC2025
736848172559,ELC2025
165302522958,ELC2025
458404081702,ELC2025
452357704095,ELC2025
336123924435,ELC2025
505003322698,ELC2025
898904918555,ELC2025
278129543630,ELC2025
502100587863,ELC2025
949809903002,ELC2025
148721725438,ELC2025
399786732011,ELC2025
303129577781,ELC2025
114698840721,ELC2025
859503446485,ELC2025
356901297338,ELC2025
907556368993,ELC2025
676804359508,ELC2025
822270433727,ELC2025
749408234773,ELC2025
421726347544,ELC2025
701603708288,ELC2025
635839645070,ELC2025
946921315026,ELC2025
903677797166,ELC2025
182171190534,ELC2025
472966371189,ELC2025
665181598842,ELC2025
417777233568,ELC2025
920414230149,ELC2025
435025390839,ELC2025
971639394697,ELC2025
490662816798,ELC2025
632845060242,ELC2025
628888848419,ELC2025
599277539484,ELC2025
396592513737,ELC2025
525639315942,ELC2025
287184126907,ELC2025
962306113343,ELC2025
506569207491,ELC2025
809858238020,ELC2025
756429792561,ELC2025
513766407876,ELC2025
585615812781,ELC2025
202885086071,ELC2025
111783461979,ELC2025
296423344406,ELC2025
658407395969,ELC2025
950899469274,ELC2025
462345909522,ELC2025
901957569546,ELC2025
802226962497,ELC2025
288552277263,ELC2025
498664155694,ELC2025
455970515847,ELC2025
728861744192,ELC2025
434863286565,ELC2025
596501028507,ELC2025
541288568349,ELC2025
132531487887,ELC2025
176878486089,ELC2025
822661911339,ELC2025
525757111325,ELC2025
545365704556,ELC2025
246992327893,ELC2025
100561075491,ELC2025
725205360436,ELC2025
620858579654,ELC2025
472860445790,ELC2025
611840796348,ELC2025
183384534089,ELC2025
333820517794,ELC2025
352217309875,ELC2025
966176587480,ELC2025
980904432453,ELC2025
750156921872,ELC2025
774437781554,ELC2025
212619230812,ELC2025
474967816478,ELC2025
814578323674,ELC2025
447573431147,ELC2025
717545671483,ELC2025
242017256129,ELC2025
488980835801,ELC2025
813158352131,ELC2025
362603717949,ELC2025
402820981755,ELC2025
134920958847,ELC2025
741447913108,ELC2025
708290787057,ELC2025
165123847674,ELC2025
484394527229,ELC2025
219911697006,ELC2025
365581434131,ELC2025
689061985729,ELC2025
450090849119,ELC2025
383036778703,ELC2025
561769853217,ELC2025
691384879886,ELC2025
336962382761,ELC2025
933593779620,ELC2025
725176355523,ELC2025
188389406429,ELC2025
298450552964,ELC2025
298090884209,ELC2025
997841694304,ELC2025
377111512292,ELC2025
648970434565,ELC2025
471942480734,ELC2025
438605684363,ELC2025
795135893228,ELC2025
713503532860,ELC2025
985515424866,ELC2025
526509728504,ELC2025
428714501821,ELC2025
954957399186,ELC2025
690735253006,ELC2025
840249285247,ELC2025
340583458828,ELC2025
822109446851,ELC2025
458303468551,ELC2025
933321053965,ELC2025
633535483558,ELC2025
470219083289,ELC2025
204248041885,ELC2025
826397216838,ELC2025
174090701662,ELC2025
519318148629,ELC2025
706561485813,ELC2025
212719303444,ELC2025
818280392248,ELC2025
659025627673,ELC2025
330631195677,ELC2025
999421059632,ELC2025
563275138600,ELC2025
268210198132,ELC2025
300141215587,ELC2025
891111657686,ELC2025
888339318258,ELC2025
855570215940,ELC2025
803242200846,ELC2025
392605227810,ELC2025
548673235008,ELC2025
851862242495,ELC2025
499972308936,ELC2025
161782144281,ELC2025
116426482075,ELC2025
931830617474,ELC2025
952757971104,ELC2025
338955859648,ELC2025
619768223433,ELC2025
216986505982,ELC2025
205739418978,ELC2025
499056316413,ELC2025
547238784113,ELC2025
242072092383,ELC2025
396948052587,ELC2025
510495316585,ELC2025
385709805381,ELC2025
707465710871,ELC2025
543245811157,ELC2025
846965780594,ELC2025
465058733481,ELC2025
472334007933,ELC2025
893911813985,ELC2025
719397933399,ELC2025
633686848873,ELC2025
487150468644,ELC2025
305322683160,ELC2025
526799193739,ELC2025
107666686190,ELC2025
950379419672,ELC2025
321482004438,ELC2025
812519372723,ELC2025
727314471779,ELC2025
823269581103,ELC2025
697556113150,ELC2025
303222774065,ELC2025
264135416513,ELC2025
236789006820,ELC2025
985998911974,ELC2025
900453863456,ELC2025
661745868355,ELC2025
364406369797,ELC2025
632644715561,ELC2025
492602435376,ELC2025
319564278409,ELC2025
702064573589,ELC2025
988796210614,ELC2025
906805476413,ELC2025
823070756896,ELC2025
780057650421,ELC2025
910105208378,ELC2025
322408772564,ELC2025
435119736602,ELC2025
211096269254,ELC2025
643962203970,ELC2025
642118753115,ELC2025
622820611810,ELC2025
335470854214,ELC2025
390662741355,ELC2025
992985719505,ELC2025
871612039094,ELC2025
221155676649,ELC2025
486053370998,ELC2025
347547041473,ELC2025
489612219296,ELC2025
436364853783,ELC2025
668319066820,ELC2025
558526590037,ELC2025
223789203059,ELC2025
181263805900,ELC2025
774952746972,ELC2025
177892477949,ELC2025
998817237485,ELC2025
464579522981,ELC2025
110804384298,ELC2025
544457065210,ELC2025
865604183777,ELC2025
130962270820,ELC2025
101353188318,ELC2025
769824733653,ELC2025
704309673782,ELC2025
112386183074,ELC2025
642474948485,ELC2025
705550326384,ELC2025
995222067852,ELC2025
346543042310,ELC2025
541334545683,ELC2025
863728832671,ELC2025
896567672060,ELC2025
787874913528,ELC2025
103005328239,ELC2025
721738723791,ELC2025
385163807771,ELC2025
761347319342,ELC2025
605104539342,ELC2025
602951018832,ELC2025
166805309492,ELC2025
310156088222,ELC2025
859238521717,ELC2025
194836109176,ELC2025
907987896126,ELC2025
599114862272,ELC2025
458402533278,ELC2025
563903923935,ELC2025
352866980732,ELC2025
237910761081,ELC2025
323298487680,ELC2025
356971693605,ELC2025
269815381152,ELC2025
136659910919,ELC2025
803642113585,ELC2025
779471492733,ELC2025
346722204798,ELC2025
793263258770,ELC2025
735000407258,ELC2025
666898034437,ELC2025
309435760866,ELC2025
144225561837,ELC2025
226033055352,ELC2025
757530411787,ELC2025
651919242060,ELC2025
815704509845,ELC2025
602808114648,ELC2025
379916341139,ELC2025
515890587273,ELC2025
870610565316,ELC2025
118885051843,ELC2025
742821539980,ELC2025
948812398452,ELC2025
789771472782,ELC2025
245653654314,ELC2025
407412069960,ELC2025
203059491931,ELC2025
373754762916,ELC2025
368530628145,ELC2025
587349375330,ELC2025
831050474541,ELC2025
989891752438,ELC2025
656804707945,ELC2025
362543245816,ELC2025
266891626706,ELC2025
128677100845,ELC2025
801675574273,ELC2025
176016003828,ELC2025
250642902695,ELC2025
292756758104,ELC2025
520803719180,ELC2025
227538590491,ELC2025
805138287602,ELC2025
198711926843,ELC2025
496091502426,ELC2025
650490159737,ELC2025
212485152557,ELC2025
656955544671,ELC2025
713265592249,ELC2025
511377137130,ELC2025
431696081140,ELC2025
944468353876,ELC2025
287158580694,ELC2025
359014540171,ELC2025
162837861160,ELC2025
590906778661,ELC2025
196898627036,ELC2025
849203596915,ELC2025
688488332111,ELC2025
866311963238,ELC2025
865213534158,ELC2025
993162997971,ELC2025
859255608814,ELC2025
677988093047,ELC2025
587183457103,ELC2025
984259073916,ELC2025
467288135597,ELC2025
724954812304,ELC2025
942745685255,ELC2025
197903916305,ELC2025
861617358941,ELC2025
129596017768,ELC2025
580997834339,ELC2025
977700067232,ELC2025
623012147010,ELC2025
595173092892,ELC2025
788702178835,ELC2025
563945715497,ELC2025
829692914686,ELC2025
386066601538,ELC2025
979570900773,ELC2025
685295546191,ELC2025
809008432080,ELC2025
877165198096,ELC2025
404271889319,ELC2025
889608253488,ELC2025
965742875501,ELC2025
337398272648,ELC2025
975092308906,ELC2025
603217481723,ELC2025
969519050537,ELC2025
999755342189,ELC2025
803655100937,ELC2025
370754829834,ELC2025
337722263761,ELC2025
244365574123,ELC2025
915121166735,ELC2025
807987193970,ELC2025
773610576781,ELC2025
812224075011,ELC2025
192819218571,ELC2025
577380985136,ELC2025
241390713344,ELC2025
867254631115,ELC2025
860839822761,ELC2025
276978823742,ELC2025
915171985590,ELC2025
116739062368,ELC2025
303632441327,ELC2025
862431830738,ELC2025
998174983441,ELC2025
429804362973,ELC2025
119330147342,ELC2025
731117423469,ELC2025
956227411448,ELC2025
862176695044,ELC2025
228152186968,ELC2025
206283228947,ELC2025
695956634286,ELC2025
784424866376,ELC2025
598516958873,ELC2025
474291069982,ELC2025
942761141899,ELC2025
103178858615,ELC2025
822749750877,ELC2025
883327972574,ELC2025
312494391153,ELC2025
865284854057,ELC2025
349096775898,ELC2025
817368768233,ELC2025
435947942443,ELC2025
811947371672,ELC2025
933420812552,ELC2025
904742186899,ELC2025
369681182276,ELC2025
156410899100,ELC2025
949004165253,ELC2025
778554299972,ELC2025
345964273491,ELC2025
413796168299,ELC2025
130180884418,ELC2025
643003001674,ELC2025
297523644383,ELC2025
685474953456,ELC2025
112300145709,ELC2025
918258989759,ELC2025
919724354971,ELC2025
490909005077,ELC2025
606907181897,ELC2025
348990532661,ELC2025
335839484547,ELC2025
907379786519,ELC2025
866427665275,ELC2025
977715813801,ELC2025
361681053450,ELC2025
859846045585,ELC2025
484471105100,ELC2025
181946706177,ELC2025
901762246167,ELC2025
814626248058,ELC2025
312578654937,ELC2025
682130141378,ELC2025
897959479489,ELC2025
217871311195,ELC2025
394942776090,ELC2025
471630550671,ELC2025
414798967719,ELC2025
759538998970,ELC2025
673676433387,ELC2025
659368942486,ELC2025
323977645678,ELC2025
131840859591,ELC2025
213981431344,ELC2025
929600569744,ELC2025
730274821021,ELC2025
185780370654,ELC2025
803389165789,ELC2025
501715109211,ELC2025
492231528267,ELC2025
320495014116,ELC2025
197566968447,ELC2025
232912979164,ELC2025
694567587560,ELC2025
748994141305,ELC2025
229031909903,ELC2025
634257793897,ELC2025
154545386705,ELC2025
812171757968,ELC2025
562291572588,ELC2025
141352152440,ELC2025
478092615030,ELC2025
724201474909,ELC2025
162245244127,ELC2025
191577091339,ELC2025
720997526321,ELC2025
524825680870,ELC2025
289389782971,ELC2025
875148343177,ELC2025
644073096512,ELC2025
227891029146,ELC2025
436233838702,ELC2025
624842684147,ELC2025
298138289703,ELC2025
571738017319,ELC2025
955210406928,ELC2025
189343640160,ELC2025
841298560960,ELC2025
407409860212,ELC2025
363082646630,ELC2025
836638133498,ELC2025
399745147635,ELC2025
680999500708,ELC2025
846540525534,ELC2025
862424583572,ELC2025
530983301906,ELC2025
272774142698,ELC2025
235142710246,ELC2025
246722246837,ELC2025
619012949356,ELC2025
922261330020,ELC2025
582674698953,ELC2025
552390327679,ELC2025
544035448330,ELC2025
211921938855,ELC2025
416444624697,ELC2025
273073682877,ELC2025
664098904854,ELC2025
279698403105,ELC2025
771031233623,ELC2025
504669625151,ELC2025
685471632208,ELC2025
933065727073,ELC2025
683980976932,ELC2025
618609024008,ELC2025
951852878685,ELC2025
879850197044,ELC2025
522918137551,ELC2025
291650641448,ELC2025
229334791382,ELC2025
585736259595,ELC2025
567375431103,ELC2025
630913159388,ELC2025
901608471095,ELC2025
111196327432,ELC2025
106968005509,ELC2025
974544550953,ELC2025
668721128530,ELC2025
729124127340,ELC2025
214503234875,ELC2025
609938941960,ELC2025
906547525503,ELC2025
389311754600,ELC2025
331230322356,ELC2025
252973245107,ELC2025
362213807935,ELC2025
571521737489,ELC2025
636295983762,ELC2025
295139640320,ELC2025
814268079551,ELC2025
907613965899,ELC2025
842628252008,ELC2025
535246281461,ELC2025
438880431297,ELC2025
415959774577,ELC2025
787592063007,ELC2025
733049111125,ELC2025
254413225551,ELC2025
404971320169,ELC2025
836384506648,ELC2025
336533835892,ELC2025
371997663927,ELC2025
932271258963,ELC2025
230767791663,ELC2025
594383126914,ELC2025
788679546537,ELC2025
887495307222,ELC2025
259595078669,ELC2025
301740193823,ELC2025
535912381959,ELC2025
323018399806,ELC2025
829737732704,ELC2025
983431944223,ELC2025
111139572309,ELC2025
944652457659,ELC2025
359569628327,ELC2025
465982138265,ELC2025
120832041801,ELC2025
605892044442,ELC2025
209934172728,ELC2025
449775826880,ELC2025
655585284275,ELC2025
805454313546,ELC2025
837025220293,ELC2025
108160682675,ELC2025
444794658846,ELC2025
125679757654,ELC2025
638491817766,ELC2025
575137018701,ELC2025
251582580178,ELC2025
424837038004,ELC2025
613674730524,ELC2025
616075926370,ELC2025
846455452490,ELC2025
287440904490,ELC2025
302167350356,ELC2025
581976173135,ELC2025
290573539162,ELC2025
191744884096,ELC2025
331055295227,ELC2025
786413821759,ELC2025
778382045916,ELC2025
980602500957,ELC2025
496781521129,ELC2025
184608836631,ELC2025
101859740964,ELC2025
444610295639,ELC2025
925301258029,ELC2025
219678137461,ELC2025
761867132467,ELC2025
177162989448,ELC2025
585940737053,ELC2025
738945867726,ELC2025
886507393047,ELC2025
767151444772,ELC2025
280634030583,ELC2025
736487769232,ELC2025
387842828909,ELC2025
538061201668,ELC2025
241443064886,ELC2025
262597408809,ELC2025
785064371535,ELC2025
721141591984,ELC2025
215452929662,ELC2025
778376642693,ELC2025
234853617922,ELC2025
497855319850,ELC2025
828814974424,ELC2025
230813768989,ELC2025
178069197752,ELC2025
364030142500,ELC2025
840265225658,ELC2025
235347890701,ELC2025
473726794382,ELC2025
743607309880,ELC2025
158049316437,ELC2025
682769579738,ELC2025
510777475641,ELC2025
786862225819,ELC2025
439679276927,ELC2025
842660169790,ELC2025
181517547834,ELC2025
775801401564,ELC2025
181780746469,ELC2025
711280118257,ELC2025
816206017457,ELC2025
230741177366,ELC2025
311431831604,ELC2025
561724673658,ELC2025
641027732682,ELC2025
431612513256,ELC2025
634783195806,ELC2025
120087231849,ELC2025
406570039100,ELC2025
529324719218,ELC2025
538452543195,ELC2025
301733906289,ELC2025
540483912760,ELC2025
418373469717,ELC2025
359193569169,ELC2025
753179597151,ELC2025
416265821714,ELC2025
942827758881,ELC2025
380611976713,ELC2025
666754018342,ELC2025
235053035851,ELC2025
559801158923,ELC2025
465361478904,ELC2025
632824243593,ELC2025
448675055064,ELC2025
696168289342,ELC2025
477948469345,ELC2025
373555254760,ELC2025
438322038543,ELC2025
425501528464,ELC2025
665718741304,ELC2025
683092966921,ELC2025
156335329194,ELC2025
335967261598,ELC2025
745213433223,ELC2025
114236808583,ELC2025
944271373182,ELC2025
570459976158,ELC2025
732024892011,ELC2025
991971902813,ELC2025
829781520553,ELC2025
378359747692,ELC2025
159066693569,ELC2025
901619321156,ELC2025
972995688426,ELC2025
183493086744,ELC2025
998570504871,ELC2025
936912666522,ELC2025
178460621586,ELC2025
301159756173,ELC2025
911157834764,ELC2025
780932170326,ELC2025
967334309489,ELC2025
273473363588,ELC2025
619157722016,ELC2025
758075462483,ELC2025
177806651150,ELC2025
248039126639,ELC2025
174265516816,ELC2025
360791248853,ELC2025
447139832742,ELC2025
273849312854,ELC2025
939125874979,ELC2025
461710823301,ELC2025
155170009024,ELC2025
782287514853,ELC2025
897671908043,ELC2025
429496018547,ELC2025
292134290206,ELC2025
433767866402,ELC2025
647848217862,ELC2025
969660784987,ELC2025
287172837965,ELC2025
729264680864,ELC2025
976520435798,ELC2025
843285228806,ELC2025
485143530725,ELC2025
183992366378,ELC2025
230419839716,ELC2025
823538186598,ELC2025
877331431038,ELC2025
263603546840,ELC2025
678390136377,ELC2025
711881530409,ELC2025
737108807121,ELC2025
369995379183,ELC2025
824191459538,ELC2025
368912509771,ELC2025
631538242566,ELC2025
529685137268,ELC2025
717105280621,ELC2025
393574899879,ELC2025
862932072441,ELC2025
905595540067,ELC2025
332049117383,ELC2025
824922242833,ELC2025
491335430201,ELC2025
234111739362,ELC2025
878267991981,ELC2025
424468001185,ELC2025
607158017992,ELC2025
792201950479,ELC2025
571065458867,ELC2025
502838006291,ELC2025
428632526480,ELC2025
305875971636,ELC2025
280155659802,ELC2025
440459015940,ELC2025
802887883375,ELC2025
842603068611,ELC2025
272578193926,ELC2025
887626731630,ELC2025
646928112668,ELC2025
152110591505,ELC2025
556107604935,ELC2025
706084950077,ELC2025
154009840584,ELC2025
982487915801,ELC2025
438693314393,ELC2025
846415717132,ELC2025
117910351901,ELC2025
797648337393,ELC2025
340368875457,ELC2025
472887532752,ELC2025
692280711577,ELC2025
751436544530,ELC2025
694368435422,ELC2025
908474110410,ELC2025
615126860969,ELC2025
227321723979,ELC2025
897753408357,ELC2025
948091230784,ELC2025
961060707933,ELC2025
203350420882,ELC2025
236976907760,ELC2025
870010394175,ELC2025
671316704640,ELC2025
875678677233,ELC2025
850892517656,ELC2025
180734197359,ELC2025
212762000878,ELC2025
381101028569,ELC2025
948898472576,ELC2025
213997672048,ELC2025
819259694231,ELC2025
675426251393,ELC2025
916160157277,ELC2025
163652861567,ELC2025
504450626236,ELC2025
377736567903,ELC2025
298572541241,ELC2025
833960663867,ELC2025
849627339240,ELC2025
962520903354,ELC2025
333893578995,ELC2025
607360856596,ELC2025
272739239868,ELC2025
504284758103,ELC2025
496141508630,ELC2025
125762138006,ELC2025
592090830332,ELC2025
157002669667,ELC2025
855470783348,ELC2025
502433969459,ELC2025
821069133038,ELC2025
807022829311,ELC2025
468601918565,ELC2025
744305751786,ELC2025
671186481380,ELC2025
413513169168,ELC2025
109376686479,ELC2025
910729224069,ELC2025
158238760366,ELC2025
204745672671,ELC2025
852891172408,ELC2025
401312257680,ELC2025
283717652936,ELC2025
205811065929,ELC2025
753956810691,ELC2025
581615961627,ELC2025
971534235713,ELC2025
852726804418,ELC2025
301850241684,ELC2025
839571067436,ELC2025
868022937015,ELC2025
694970984198,ELC2025
915219861584,ELC2025
435259559365,ELC2025
477357585537,ELC2025
630125133158,ELC2025
518836441735,ELC2025
816735324374,ELC2025
374762911965,ELC2025
682745578734,ELC2025
740326840860,ELC2025
327675772063,ELC2025
772245176466,ELC2025
922920883461,ELC2025
242093885641,ELC2025
414949264881,ELC2025
268199704007,ELC2025
483264473588,ELC2025
201728378443,ELC2025
856392141453,ELC2025
235495299234,ELC2025
934466042493,ELC2025
908751767533,ELC2025
327339897793,ELC2025
298143283849,ELC2025
832396324973,ELC2025
875621954006,ELC2025
507303580403,ELC2025
524629072165,ELC2025
479153481623,ELC2025
889062849805,ELC2025
409174728328,ELC2025
801840428100,ELC2025
743830012620,ELC2025
327485935216,ELC2025
520543624069,ELC2025
745308017163,ELC2025
350750897945,ELC2025
791547320548,ELC2025
238924154698,ELC2025
764592132453,ELC2025
876821093301,ELC2025
805483946679,ELC2025
825684456082,ELC2025
235151227679,ELC2025
467885161122,ELC2025
250802662153,ELC2025
911602438422,ELC2025
187539325282,ELC2025
169141309358,ELC2025
390407817681,ELC2025
344968275776,ELC2025
199922350736,ELC2025
658712443293,ELC2025
117243765436,ELC2025
915496202033,ELC2025
414700747814,ELC2025
705395532398,ELC2025
290371714789,ELC2025
792085923098,ELC2025
506269736410,ELC2025
348298948146,ELC2025
771890460867,ELC2025
743043480282,ELC2025
795676169260,ELC2025
446946785075,ELC2025
884511879477,ELC2025
578193103779,ELC2025
776862775561,ELC2025
926170490625,ELC2025
702053543835,ELC2025
786870396832,ELC2025
282055451679,ELC2025
132461781873,ELC2025
773382815780,ELC2025
100063348153,ELC2025
684588292828,ELC2025
943758549072,ELC2025
582311241051,ELC2025
699062006287,ELC2025
182854020755,ELC2025
917790543767,ELC2025
507078039902,ELC2025
785958797752,ELC2025
424169752932,ELC2025
566516049089,ELC2025
811958237765,ELC2025
476399607143,ELC2025
449310229609,ELC2025
213458444579,ELC2025
618513305904,ELC2025
689730643867,ELC2025
981934917319,ELC2025
441676507708,ELC2025
586885937296,ELC2025
568741988895,ELC2025
905268053733,ELC2025
902745508576,ELC2025
773977362914,ELC2025
833355750046,ELC2025
137294524028,ELC2025
701627626218,ELC2025
661534186326,ELC2025
857813068674,ELC2025
321802829854,ELC2025
116972155632,ELC2025
164966272141,ELC2025
598020706727,ELC2025
538537688964,ELC2025
202528902635,ELC2025
659888314350,ELC2025
868357689441,ELC2025
303397510073,ELC2025
373174597924,ELC2025
660093014193,ELC2025
634278175198,ELC2025
879261029506,ELC2025
444083992754,ELC2025
614071877489,ELC2025
836814489010,ELC2025
240636404669,ELC2025
928450013177,ELC2025
811340651786,ELC2025
410043530052,ELC2025
720131192313,ELC2025
676066123435,ELC2025
776831190030,ELC2025
825318339131,ELC2025
165640241378,ELC2025
858753031963,ELC2025
565957068753,ELC2025
345830915005,ELC2025
546239316545,ELC2025
361051402357,ELC2025
543251606379,ELC2025
365700872818,ELC2025
229167142229,ELC2025
943502919300,ELC2025
898647255160,ELC2025
420267590399,ELC2025
454969289301,ELC2025
140646706584,ELC2025
868182890650,ELC2025
566938448484,ELC2025
984031252486,ELC2025
553990780156,ELC2025
631913719261,ELC2025
931650572150,ELC2025
919903458616,ELC2025
979978330579,ELC2025
779331960688,ELC2025
791047233755,ELC2025
478999792298,ELC2025
532679607551,ELC2025
857316119307,ELC2025
481984092586,ELC2025
893623439216,ELC2025
275944314756,ELC2025
649321873199,ELC2025
220130221685,ELC2025
739075765016,ELC2025
803971535271,ELC2025
917238998313,ELC2025
745117067890,ELC2025
657411341536,ELC2025
322100831146,ELC2025
463671100071,ELC2025
208263589432,ELC2025
344694565768,ELC2025
627040695218,ELC2025
995602204215,ELC2025
116168261104,ELC2025
530182415851,ELC2025
683404089813,ELC2025
214848356849,ELC2025
328102816939,ELC2025
788858840758,ELC2025
958078324960,ELC2025
516435621607,ELC2025
890007218017,ELC2025
555930577911,ELC2025
933984515954,ELC2025
786036889382,ELC2025
868098816799,ELC2025
894039317778,ELC2025
423252211503,ELC2025
485241265075,ELC2025
187106491581,ELC2025
800188594761,ELC2025
788550350215,ELC2025
370530467823,ELC2025
945630972674,ELC2025
850839452079,ELC2025
905975658896,ELC2025
904636777773,ELC2025
907839601000,ELC2025
266242827842,ELC2025
808696855193,ELC2025
800894333101,ELC2025
153000881409,ELC2025
150960650263,ELC2025
188133463015,ELC2025
586065816731,ELC2025
293458602154,ELC2025
483792761785,ELC2025
309877701039,ELC2025
676549423210,ELC2025
133887665989,ELC2025
909865520519,ELC2025
973585917650,ELC2025
120485689291,ELC2025
293906226122,ELC2025
717848182740,ELC2025
123879188739,ELC2025
637473302108,ELC2025
114042164881,ELC2025
881559289374,ELC2025
186468246265,ELC2025
935195594124,ELC2025
572557338477,ELC2025
610245862499,ELC2025
300450898790,ELC2025
836269250073,ELC2025
476492712121,ELC2025
565574878637,ELC2025
404824478277,ELC2025
621836360636,ELC2025
512111293450,ELC2025
333382214568,ELC2025
690024737318,ELC2025
104375126236,ELC2025
202745112171,ELC2025
747171975717,ELC2025
811739503450,ELC2025
668224977985,ELC2025
308921756088,ELC2025
198640643686,ELC2025
876927188373,ELC2025
758983773010,ELC2025
919772516092,ELC2025
841052649071,ELC2025
481478953618,ELC2025
534529735169,ELC2025
880989865373,ELC2025
436641041811,ELC2025
691319985611,ELC2025
943472651852,ELC2025
651045449237,ELC2025
528803137691,ELC2025
595258249985,ELC2025
177303045723,ELC2025
806568826676,ELC2025
288277184498,ELC2025
557230727856,ELC2025
520998732472,ELC2025
241609758422,ELC2025
375178513924,ELC2025
536838298238,ELC2025
292706659313,ELC2025
976449064042,ELC2025
428798785818,ELC2025
587717490909,ELC2025
706490632459,ELC2025
922675595778,ELC2025
704992158037,ELC2025
467118121623,ELC2025
821114736939,ELC2025
685503312429,ELC2025
571291353408,ELC2025
143645326983,ELC2025
967577512251,ELC2025
510449662670,ELC2025
